Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Kellie's Baking Co.,78756,2/4/2015,97,"5245 BURNET RD
AUSTIN, TX 78756
(30.325257, -97.739556)",11178828,Routine Inspection
Kitty Cohen's,78702,9/16/2015,91,"2211 WEBBERVILLE RD
AUSTIN, TX 78702
(30.261944, -97.716507)",11109248,Routine Inspection
Kerbey Lane Cafe ,78704,8/11/2015,88,"3003 S LAMAR BLVD
AUSTIN, TX 78704
(30.242293, -97.784168)",10700176,Routine Inspection
KFC,78751,11/18/2015,93,"5607 N LAMAR BLVD
AUSTIN, TX 78751
(30.324758, -97.727095)",2802322,Routine Inspection
Krispy Kreme,78759,3/20/2015,81,"12586 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.43034, -97.762529)",2801709,Routine Inspection
Kinder Care #155,78745,8/26/2014,78,"610 EMERALD WOOD DR
AUSTIN, TX 78745
(30.212956, -97.778807)",2800873,Routine Inspection
Juiceland,78702,9/21/2016,90,"2601 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.253867, -97.715312)",11040160,Routine Inspection
Joslin Elementary,78745,11/12/2014,96,"4500 MANCHACA RD
AUSTIN, TX 78745
(30.228193, -97.789447)",2800329,Routine Inspection
LW - Mangieri's Pizza,78734,10/6/2014,97,"2133 LOHMANS CROSSING RD Unit 600
LAKEWAY, TX 78734
(30.341747, -97.970134)",10181125,Routine Inspection
Kwik Mart,78744,2/17/2017,90,"4906 BURLESON RD
AUSTIN, TX 78744
(30.212082, -97.730235)",2803568,Routine Inspection
Josephine House,78703,5/16/2014,88,"1601 WATERSTON AVE
AUSTIN, TX 78703
(30.280815, -97.759046)",10879746,Routine Inspection
LW - Vibra Rehabilitation Hospital of Lake Travis,78734,4/29/2015,96,"2000 MEDICAL DR
LAKEWAY, TX 78734
(30.344716, -97.969582)",11178323,Routine Inspection
LW - Yaupon Country Club,78734,4/7/2016,100,"100 CLUBHOUSE DR
LAKEWAY, TX 78734
(30.359117, -97.967449)",2801373,Routine Inspection
Kappa Sigma Lodge,78705,3/22/2016,100,"1002 W 26TH ST
AUSTIN, TX 78705
(30.290955, -97.748401)",2801217,Routine Inspection
Kid Spa Austin,78717,9/9/2014,97,"10526 W PARMER LN Bunit 501
AUSTIN, TX 78717
(30.496704, -97.774871)",10894074,Routine Inspection
Kikka@Whole Foods Arbor Trails,78749,7/29/2016,100,"4301 W WILLIAM CANNON DR Bldg B
AUSTIN, TX 78749
(30.221772, -97.838267)",10767728,Routine Inspection
LW - Flintrock Falls Country Club,78738,6/18/2015,94,"401 JACK NICKLAUS DR
LAKEWAY, TX 78738
(30.338765, -97.982696)",10005392,Routine Inspection
LW - Brookdale Lakeway Skilled Nursing,78734,12/12/2014,91,"1917 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.34436, -97.974903)",10004620,Routine Inspection
K1 Speed,78758,8/10/2015,100,"2500 MC HALE CT
AUSTIN, TX 78758
(30.384986, -97.721943)",10771103,Routine Inspection
LW - Lakeway Marina,78734,8/11/2015,94,"103 LAKEWAY DR Bldg A
LAKEWAY, TX 78734
(30.373997, -97.986969)",10144980,Routine Inspection
LW - Lakeway Swim Center,78738,6/6/2014,100,"3103 LAKEWAY BLVD
LAKEWAY, TX 78738
(30.351796, -97.994838)",2802362,Routine Inspection
Joslin Elementary,78745,3/7/2017,100,"4500 MANCHACA RD
AUSTIN, TX 78745
(30.228193, -97.789447)",2800329,Routine Inspection
Joslin Elementary,78745,9/16/2015,100,"4500 MANCHACA RD
AUSTIN, TX 78745
(30.228193, -97.789447)",2800329,Routine Inspection
L & L Catering,78731,3/23/2016,100,"4311 SMALL DR
AUSTIN, TX 78731
(30.343207, -97.775705)",2802698,Routine Inspection
Kikka at Whole Foods Domain,78758,2/5/2015,93,"11920 DOMAIN DR
AUSTIN, TX 78758
(30.40557, -97.720877)",11057565,Routine Inspection
Kool Corner,78723,6/29/2016,91,"6413 MANOR RD
AUSTIN, TX 78723
(30.308448, -97.671126)",11062774,Routine Inspection
Kublai Khan,78753,3/1/2016,75,"12901 N IH 35 SVRD NB Bunit 1200
AUSTIN, TX 78753
(30.413754, -97.673118)",11077210,Routine Inspection
LW - Live Oak Country Club,78734,11/29/2016,100,"510 LAKEWAY DR
LAKEWAY, TX 78734
(30.365037, -97.993425)",2801360,Routine Inspection
Kerbey Lane Cafe,78749,12/15/2014,83,"4301 W WILLIAM CANNON DR Bldg F
AUSTIN, TX 78749
(30.221772, -97.838267)",10449800,Routine Inspection
Kikka@Whole Foods Arbor Trails,78749,9/30/2014,97,"4301 W WILLIAM CANNON DR Bldg B
AUSTIN, TX 78749
(30.221772, -97.838267)",10767728,Routine Inspection
Korean Grill,78753,1/12/2017,76,"10901 N LAMAR BLVD Bunit 204
AUSTIN, TX 78753
(30.378384, -97.688383)",10159246,Routine Inspection
"Ken's Subs, Tacos and More",78753,8/17/2016,84,"9408 DESSAU RD
AUSTIN, TX 78753
(30.350595, -97.676149)",2800971,Routine Inspection
Jollyville Elementary,78729,2/22/2016,98,"6720 CORPUS CHRISTI DR
AUSTIN, TX 78729
(30.444327, -97.749834)",2800569,Routine Inspection
Kiker Elementary,78739,4/22/2014,100,"5913 LA CROSSE AVE
AUSTIN, TX 78739
(30.192193, -97.881492)",2800126,Routine Inspection
Juan in a Million,78702,10/27/2016,88,"2300 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.25522, -97.719184)",2800232,Routine Inspection
Kuneho,78702,1/6/2016,97,"1600 E 6TH ST
AUSTIN, TX 78702
(30.262979, -97.726342)",10726954,Routine Inspection
Juiceland MLK,78722,3/21/2016,97,"1900 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78722
(30.279832, -97.721004)",11265403,Routine Inspection
LW - Lake Travis Elementary School,78734,4/11/2016,100,"15303 KOLLMEYER DR
LAKEWAY, TX 78734
(30.371065, -97.94405)",2802502,Routine Inspection
Koriente Restaurant,78701,2/10/2017,87,"621 E 7TH ST
AUSTIN, TX 78701
(30.267163, -97.735929)",2803147,Routine Inspection
KFC X743716 ,78745,5/13/2014,100,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19096, -97.771937)",2800632,Routine Inspection
LW - Flintrock Falls Country Club,78738,7/9/2014,89,"401 JACK NICKLAUS DR
LAKEWAY, TX 78738
(30.338765, -97.982696)",10005392,Routine Inspection
Kneaded Pleasures,78731,12/2/2016,86,"3573 FAR WEST BLVD
AUSTIN, TX 78731
(30.354202, -97.754929)",2802120,Routine Inspection
Kathy Caraway Elementary School,78759,10/1/2014,82,"11104 OAK VIEW DR
AUSTIN, TX 78759
(30.419013, -97.768054)",2800627,Routine Inspection
LW - Live Oak Country Club,78734,3/24/2015,97,"510 LAKEWAY DR
LAKEWAY, TX 78734
(30.365037, -97.993425)",2801360,Routine Inspection
"Kid Spa Austin, LLC.",78749,7/22/2014,100,"5700 W SLAUGHTER LN Bunit 380
AUSTIN, TX 78749
(30.201237, -97.868464)",10367187,Routine Inspection
Juice Box,78702,2/3/2017,92,"1010 E CESAR CHAVEZ ST Bldg D
AUSTIN, TX 78702
(30.260384, -97.734006)",11549080,Routine Inspection
Kolache Shoppe,78757,5/31/2016,73,"7113 BURNET RD Unit 112
AUSTIN, TX 78757
(30.347797, -97.736018)",2800175,Routine Inspection
Kiefer's Cafe & Catering,78758,1/13/2017,61,"2007 KRAMER LN
AUSTIN, TX 78758
(30.388566, -97.710026)",2800830,Routine Inspection
Star Stop 74,78705,6/24/2015,91,"2819 GUADALUPE ST
AUSTIN, TX 78705
(30.294777, -97.742552)",11027963,Routine Inspection
Kwick In,78721,3/3/2015,90,"1149 AIRPORT BLVD
AUSTIN, TX 78721
(30.273232, -97.697811)",10748818,Routine Inspection
Kolache Factory,78705,8/11/2015,97,"3706 N LAMAR BLVD
AUSTIN, TX 78705
(30.304675, -97.743403)",10005132,Routine Inspection
Korean Grill,78753,8/19/2015,80,"10901 N LAMAR BLVD Bunit 204
AUSTIN, TX 78753
(30.378384, -97.688383)",10159246,Routine Inspection
K C Donuts,78749,5/14/2015,81,"8106 BRODIE LN
AUSTIN, TX 78749
(30.20184, -97.838207)",2801846,Routine Inspection
KFC #Y343092,78727,1/25/2017,99,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412512, -97.688909)",2801794,Routine Inspection
Kick Butt Coffee LLC,78752,10/19/2015,80,"5775 AIRPORT BLVD
AUSTIN, TX 78752
(30.321933, -97.714099)",10091957,Routine Inspection
Kiker Elementary,78739,9/9/2016,100,"5913 LA CROSSE AVE
AUSTIN, TX 78739
(30.192193, -97.881492)",2800126,Routine Inspection
Kiddie Acres,78728,12/4/2014,97,"4800 W HOWARD LN
AUSTIN, TX 78728
(30.444939, -97.711313)",2800706,Routine Inspection
Kolache Shoppe,78757,11/25/2014,72,"7113 BURNET RD Unit 112
AUSTIN, TX 78757
(30.347797, -97.736018)",2800175,Routine Inspection
LW - Lake Travis Middle School Concessions,78669,9/8/2015,97,"4932 BEE CREEK RD
LAKEWAY, TX 78669
(30.338848, -98.02707)",11236312,Routine Inspection
Kinder Care Learning Center,78745,6/19/2014,90,"6434 S CONGRESS AVE
AUSTIN, TX 78745
(30.195606, -97.777765)",2800540,Routine Inspection
LW - Thai Spice,78734,10/6/2014,88,"2121 LOHMANS CROSSING RD Unit 500
LAKEWAY, TX 78734
(30.34183, -97.970286)",10792531,Routine Inspection
KFC,78751,11/28/2016,82,"5607 N LAMAR BLVD
AUSTIN, TX 78751
(30.324758, -97.727095)",2802322,Routine Inspection
Koriente Restaurant,78701,7/27/2015,70,"621 E 7TH ST
AUSTIN, TX 78701
(30.267163, -97.735929)",2803147,Routine Inspection
LW - Thai Spice,78734,2/16/2017,90,"2121 LOHMANS CROSSING RD Unit 500
LAKEWAY, TX 78734
(30.34183, -97.970286)",10792531,Routine Inspection
Just Add Chef - The Jalopy,78722,10/6/2016,100,"3505 N IH 35 SVRD NB
AUSTIN, TX 78722
(30.293003, -97.720494)",10857996,Routine Inspection
Speedy Mart,78750,5/15/2015,94,"10300 ANDERSON MILL RD
AUSTIN, TX 78750
(30.447158, -97.804346)",2803804,Routine Inspection
L & L Catering,78731,10/24/2014,100,"4311 SMALL DR
AUSTIN, TX 78731
(30.343207, -97.775705)",2802698,Routine Inspection
LW - Little Sunshines Playhouse & Preschool,78734,11/7/2016,100,"1501 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.357428, -97.978869)",11410592,Routine Inspection
Kwick In,78721,12/9/2015,94,"1149 AIRPORT BLVD
AUSTIN, TX 78721
(30.273232, -97.697811)",10748818,Routine Inspection
LW - Serene Hills Elementary,78738,10/20/2014,100,"3301 SERENE HILLS DR
LAKEWAY, TX 78738
(30.346751, -97.997018)",10008120,Routine Inspection
Juiceland,78702,3/10/2016,89,"2601 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.253867, -97.715312)",11040160,Routine Inspection
JuiceLand ,78704,2/24/2017,87,"1625 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.262533, -97.76229)",2802220,Routine Inspection
Kerbey Lane Cafe ,78704,7/7/2014,90,"3003 S LAMAR BLVD
AUSTIN, TX 78704
(30.242293, -97.784168)",10700176,Routine Inspection
Koya Asian Kitchen,78731,2/14/2017,74,"5308 BALCONES DR
AUSTIN, TX 78731
(30.335265, -97.758853)",10828773,Routine Inspection
Juice Land,78703,10/14/2016,95,"2307 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.277793, -97.772071)",10004235,Routine Inspection
Justine's,78702,3/31/2014,86,"4710 E 5TH ST
AUSTIN, TX 78702
(30.252994, -97.700651)",10167508,Routine Inspection
L'estelle Kitchen & Yard,78701,12/8/2016,92,"88-1/2 RAINEY ST Bldg 1
AUSTIN, TX 78701
(30.25986, -97.738381)",11464157,Routine Inspection
KP Indian Grocery,78753,7/16/2015,86,"1212 W PARMER LN Unit F
AUSTIN, TX 78753
(30.408568, -97.680417)",10683940,Routine Inspection
L & L Catering,78704,11/30/2015,87,"120 W OLTORF ST
AUSTIN, TX 78704
(30.239529, -97.754708)",10961361,Routine Inspection
Juanita's Botanitas Special Events,78704,10/11/2016,99,"3900 S CONGRESS AVE
AUSTIN, TX 78704
(30.224102, -97.763229)",10515600,Routine Inspection
Kwik Stop,78753,2/3/2016,84,"11331 N LAMAR BLVD Unit A
AUSTIN, TX 78753
(30.382791, -97.685902)",11089197,Routine Inspection
Kerbey Lane Restaurant,78731,1/28/2015,97,"3704 KERBEY LN
AUSTIN, TX 78731
(30.307908, -97.750303)",2800235,Routine Inspection
Kwik Mart,78744,2/17/2015,100,"4906 BURLESON RD
AUSTIN, TX 78744
(30.212082, -97.730235)",2803568,Routine Inspection
Kathy Caraway Elementary School,78759,9/8/2015,100,"11104 OAK VIEW DR
AUSTIN, TX 78759
(30.419013, -97.768054)",2800627,Routine Inspection
KFC X743716 ,78745,1/26/2016,95,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19096, -97.771937)",2800632,Routine Inspection
KIPP Austin Public Schools,78744,2/18/2015,100,"5107 S IH 35 SVRD NB
AUSTIN, TX 78744
(30.203973, -97.759031)",10978200,Routine Inspection
Korea House,78757,8/16/2016,80,"2700 W ANDERSON LN Unit 501
AUSTIN, TX 78757
(30.358106, -97.735077)",11232712,Routine Inspection
LBJ High School,78724,10/23/2014,100,"7309 LAZY CREEK DR
AUSTIN, TX 78724
(30.314412, -97.657452)",2800199,Routine Inspection
K C Donuts,78749,11/9/2015,92,"8106 BRODIE LN
AUSTIN, TX 78749
(30.20184, -97.838207)",2801846,Routine Inspection
Krispy Kreme,78759,3/18/2016,91,"12586 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.43034, -97.762529)",2801709,Routine Inspection
LW - Brookdale Lohmans Crossing,78738,3/18/2015,97,"1604 LOHMANS CROSSING RD
LAKEWAY, TX 78738
(30.355506, -97.978473)",11207538,Routine Inspection
LW - Lake Travis Middle School,78669,2/18/2015,100,"4932 BEE CREEK RD
LAKEWAY, TX 78669
(30.338848, -98.02707)",11181374,Routine Inspection
Ken's Donuts,78705,11/25/2015,59,"2820 GUADALUPE ST
AUSTIN, TX 78705
(30.295043, -97.742698)",2800639,Routine Inspection
Juice Land Burnet,78757,12/22/2015,90,"7329 BURNET RD Bldg A
AUSTIN, TX 78757
(30.349457, -97.734976)",10757816,Routine Inspection
LW - Lake Travis Elementary School,78734,10/27/2015,100,"15303 KOLLMEYER DR
LAKEWAY, TX 78734
(30.371065, -97.94405)",2802502,Routine Inspection
Kolache Factory,78705,9/14/2016,86,"3706 N LAMAR BLVD
AUSTIN, TX 78705
(30.304675, -97.743403)",10005132,Routine Inspection
Juanita's Botanitas Special Events,78704,5/19/2014,93,"3900 S CONGRESS AVE
AUSTIN, TX 78704
(30.224102, -97.763229)",10515600,Routine Inspection
LW - Mangieri's Pizza,78734,4/3/2014,88,"2133 LOHMANS CROSSING RD Unit 600
LAKEWAY, TX 78734
(30.341747, -97.970134)",10181125,Routine Inspection
"Spec's Wines, Spirits & Finer Foods, #62",78758,4/21/2016,72,"10515 N MOPAC EXPY NB Bldg K
AUSTIN, TX 78758
(30.39131, -97.733317)",10016853,Routine Inspection
Karma Lounge,78701,1/7/2016,94,"105 E 5TH ST
AUSTIN, TX 78701
(30.267045, -97.742858)",10704508,Routine Inspection
LW - Sweet,78734,10/7/2014,96,"2127 LOHMANS CROSSING RD Unit 310
LAKEWAY, TX 78734
(30.342072, -97.97072)",11098374,Routine Inspection
Kocurek Elementary,78748,10/14/2014,91,"9800 CURLEW DR
AUSTIN, TX 78748
(30.177826, -97.83376)",2800681,Routine Inspection
Kikka at Whole Foods Domain,78758,1/12/2017,97,"11920 DOMAIN DR
AUSTIN, TX 78758
(30.40557, -97.720877)",11057565,Routine Inspection
Juiceland Westgate,78745,2/11/2016,95,"4526 WEST GATE BLVD Bldg A
AUSTIN, TX 78745
(30.231119, -97.800617)",11369720,Routine Inspection
Kocurek Elementary,78748,10/27/2015,100,"9800 CURLEW DR
AUSTIN, TX 78748
(30.177826, -97.83376)",2800681,Routine Inspection
Kappa Sigma Lodge,78705,1/21/2015,94,"1002 W 26TH ST
AUSTIN, TX 78705
(30.290955, -97.748401)",2801217,Routine Inspection
KFC #Y343092,78727,6/6/2014,94,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412512, -97.688909)",2801794,Routine Inspection
K's Deli,78753,6/9/2016,87,"12015 PARK THIRTY FIVE CIR
AUSTIN, TX 78753
(30.390037, -97.673512)",10620833,Routine Inspection
Kathy's Tacos #3,78741,11/23/2015,96,"1708 MONTOPOLIS DR
AUSTIN, TX 78741
(30.226733, -97.702292)",11139436,Routine Inspection
Juiceland Guadalupe,78705,12/16/2014,85,"2828-1/2 GUADALUPE ST
AUSTIN, TX 78705
(30.295173, -97.742759)",11163851,Routine Inspection
Juniper,78702,2/1/2017,85,"2400 E CESAR CHAVEZ ST Unit 304
AUSTIN, TX 78702
(30.254682, -97.717643)",11326019,Routine Inspection
K1 Speed,78758,5/3/2016,89,"2500 MC HALE CT
AUSTIN, TX 78758
(30.384986, -97.721943)",10771103,Routine Inspection
Kuneho,78702,3/2/2017,87,"1600 E 6TH ST
AUSTIN, TX 78702
(30.262979, -97.726342)",10726954,Routine Inspection
Kinder Care Learning Center,78745,12/19/2016,99,"6434 S CONGRESS AVE
AUSTIN, TX 78745
(30.195606, -97.777765)",2800540,Routine Inspection
L & L Catering,78704,3/30/2015,97,"120 W OLTORF ST
AUSTIN, TX 78704
(30.239529, -97.754708)",10961361,Routine Inspection
KIPP Austin Public Schools,78744,9/25/2014,96,"5107 S IH 35 SVRD NB
AUSTIN, TX 78744
(30.203973, -97.759031)",10978200,Routine Inspection
Joy of Learning Center,78727,6/22/2016,95,"12300 AMHERST DR
AUSTIN, TX 78727
(30.420212, -97.716512)",2801483,Routine Inspection
LW - Cafe Lago,78734,5/10/2016,86,"1200 LAKEWAY DR Unit 1
LAKEWAY, TX 78734
(30.362712, -97.982589)",10484226,Routine Inspection
Star Stop 33,78759,1/4/2017,95,"10706 N MOPAC EXPY SB
AUSTIN, TX 78759
(30.396985, -97.733013)",10880053,Routine Inspection
LW - Hills Country Club-World of Tennis,78738,6/6/2014,94,"1 WORLD OF TENNIS SQ
LAKEWAY, TX 78738
(30.351955, -97.997553)",10002985,Routine Inspection
Krispy Kreme,78745,3/4/2015,80,"701 E STASSNEY LN
AUSTIN, TX 78745
(30.2, -97.77)",2801556,Routine Inspection
Krispy Kreme,78759,9/15/2015,74,"12586 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.43034, -97.762529)",2801709,Routine Inspection
K1 Speed,78758,1/13/2015,97,"2500 MC HALE CT
AUSTIN, TX 78758
(30.384986, -97.721943)",10771103,Routine Inspection
K1 Speed,78758,10/5/2016,98,"2500 MC HALE CT
AUSTIN, TX 78758
(30.384986, -97.721943)",10771103,Routine Inspection
Kiddie Acres,78728,7/9/2014,97,"4800 W HOWARD LN
AUSTIN, TX 78728
(30.444939, -97.711313)",2800706,Routine Inspection
KFC X743715,78723,3/18/2015,93,"7206 ED BLUESTEIN BLVD SB
AUSTIN, TX 78723
(30.314447, -97.663294)",2801995,Routine Inspection
Kolache Factory,78705,3/23/2015,93,"3706 N LAMAR BLVD
AUSTIN, TX 78705
(30.304675, -97.743403)",10005132,Routine Inspection
KFC X743716 ,78745,4/10/2015,85,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19096, -97.771937)",2800632,Routine Inspection
Joy East,78741,2/26/2015,50,"2410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.236892, -97.72525)",10970056,Routine Inspection
KP Indian Grocery,78753,5/26/2016,87,"1212 W PARMER LN Unit F
AUSTIN, TX 78753
(30.408568, -97.680417)",10683940,Routine Inspection
Kung Fu Saloon,78701,10/22/2014,75,"510 RIO GRANDE ST
AUSTIN, TX 78701
(30.269524, -97.749666)",10371553,Routine Inspection
"Julio's Restaurant, Inc.",78751,5/17/2016,88,"4230 DUVAL ST
AUSTIN, TX 78751
(30.304832, -97.725986)",2800038,Routine Inspection
Kawa Asian Kitchen,78732,7/9/2014,85,"2900 N QUINLAN PARK RD Bunit 150
AUSTIN, TX 78732
(30.368664, -97.893127)",10809227,Routine Inspection
Just Add Chef,78722,11/25/2014,97,"3505 N IH 35 SVRD NB
AUSTIN, TX 78722
(30.293003, -97.720494)",10192784,Routine Inspection
Kneaded Pleasures,78731,3/9/2015,89,"3573 FAR WEST BLVD
AUSTIN, TX 78731
(30.354202, -97.754929)",2802120,Routine Inspection
LW - Holiday Inn Express,78734,11/24/2015,100,"15707 OAK GROVE BLVD
LAKEWAY, TX 78734
(30.381191, -97.94612)",10867994,Routine Inspection
Krispy Kreme,78745,9/26/2014,70,"701 E STASSNEY LN
AUSTIN, TX 78745
(30.2, -97.77)",2801556,Routine Inspection
LW - Flintrock Falls Country Club,78738,9/6/2016,88,"401 JACK NICKLAUS DR
LAKEWAY, TX 78738
(30.338765, -97.982696)",10005392,Routine Inspection
Just Add Chef - The Jalopy,78722,12/1/2014,100,"3505 N IH 35 SVRD NB
AUSTIN, TX 78722
(30.293003, -97.720494)",10857996,Routine Inspection
L & L Catering,78704,8/18/2016,100,"120 W OLTORF ST
AUSTIN, TX 78704
(30.239529, -97.754708)",10961361,Routine Inspection
Kurant Events,78757,4/15/2016,94,"6519 BURNET LN
AUSTIN, TX 78757
(30.341403, -97.737767)",2801801,Routine Inspection
LW - Live Oak Country Club,78734,5/10/2016,98,"510 LAKEWAY DR
LAKEWAY, TX 78734
(30.365037, -97.993425)",2801360,Routine Inspection
Kids R Kids Day Care,78717,5/23/2014,94,"15111 AVERY RANCH BLVD
AUSTIN, TX 78717
(30.499099, -97.772557)",2802129,Routine Inspection
Knight's Assisted Living,78660,1/2/2015,97,"20816 WINDMILL RIDGE ST
PFLUGERVILLE, TX 78660
(30.485904, -97.567118)",11153437,Routine Inspection
KP Indian Grocery,78753,11/23/2016,96,"1212 W PARMER LN Unit F
AUSTIN, TX 78753
(30.408568, -97.680417)",10683940,Routine Inspection
Krispy Kreme,78759,8/24/2016,95,"12586 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.43034, -97.762529)",2801709,Routine Inspection
Knight's Assisted Living,78660,12/7/2015,100,"20816 WINDMILL RIDGE ST
PFLUGERVILLE, TX 78660
(30.485904, -97.567118)",11153437,Routine Inspection
Kiefer's Cafe & Catering,78758,4/22/2015,81,"2007 KRAMER LN
AUSTIN, TX 78758
(30.388566, -97.710026)",2800830,Routine Inspection
Kappa Sigma Lodge,78705,11/9/2016,100,"1002 W 26TH ST
AUSTIN, TX 78705
(30.290955, -97.748401)",2801217,Routine Inspection
Kneaded Pleasures,78731,12/30/2015,96,"3573 FAR WEST BLVD
AUSTIN, TX 78731
(30.354202, -97.754929)",2802120,Routine Inspection
LW - Live Oak Country Club,78734,9/16/2015,89,"510 LAKEWAY DR
LAKEWAY, TX 78734
(30.365037, -97.993425)",2801360,Routine Inspection
LW - Lake Travis Middle School,78669,9/8/2015,100,"4932 BEE CREEK RD
LAKEWAY, TX 78669
(30.338848, -98.02707)",11181374,Routine Inspection
KFC #Y343092,78727,7/29/2016,95,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412512, -97.688909)",2801794,Routine Inspection
Junior's King Daddy Ice,78641,1/31/2017,90,"22900 WINDY VALLEY RD
LEANDER, TX 78641
(30.573746, -97.950104)",11002102,Routine Inspection
Juan in a Million,78702,9/29/2015,97,"2300 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.25522, -97.719184)",2800232,Routine Inspection
Josephine House,78703,5/3/2016,90,"1601 WATERSTON AVE
AUSTIN, TX 78703
(30.280815, -97.759046)",10879746,Routine Inspection
Kiddie Acres,78728,2/3/2017,99,"4800 W HOWARD LN
AUSTIN, TX 78728
(30.444939, -97.711313)",2800706,Routine Inspection
Joy East,78741,3/12/2015,70,"2410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.236892, -97.72525)",10970056,1st Follow Up to Routine of 50 - 69
Kirby Hall School,78705,11/12/2014,100,"306 W 29TH ST
AUSTIN, TX 78705
(30.294284, -97.74043)",2801327,Routine Inspection
Kathy's Tacos #3,78741,5/4/2015,91,"1708 MONTOPOLIS DR
AUSTIN, TX 78741
(30.226733, -97.702292)",11139436,Routine Inspection
JuiceLand ,78704,2/9/2015,89,"1625 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.262533, -97.76229)",2802220,Routine Inspection
L & L Catering,78704,10/27/2014,74,"120 W OLTORF ST
AUSTIN, TX 78704
(30.239529, -97.754708)",10961361,Routine Inspection
LW - Live Oak Country Club,78734,4/4/2014,84,"510 LAKEWAY DR
LAKEWAY, TX 78734
(30.365037, -97.993425)",2801360,Routine Inspection
Just Add Chef,78722,4/29/2015,100,"3505 N IH 35 SVRD NB
AUSTIN, TX 78722
(30.293003, -97.720494)",10192784,Routine Inspection
Kappa Delta Sorority,78705,2/21/2017,85,"2315 NUECES ST
AUSTIN, TX 78705
(30.287586, -97.743679)",2800405,Routine Inspection
KFC,78751,6/6/2016,91,"5607 N LAMAR BLVD
AUSTIN, TX 78751
(30.324758, -97.727095)",2802322,Routine Inspection
Josephine House,78703,10/28/2015,86,"1601 WATERSTON AVE
AUSTIN, TX 78703
(30.280815, -97.759046)",10879746,Routine Inspection
Ken's Donuts,78705,12/31/2014,86,"2820 GUADALUPE ST
AUSTIN, TX 78705
(30.295043, -97.742698)",2800639,Routine Inspection
LW - Lupine Lane,78738,6/22/2016,100,"1001 HIGHLANDS BLVD.
AUSTIN, TX 78738
(30.350369, -98.010674)",11111617,Routine Inspection
Joseph Gilbert Elementary,78724,10/23/2014,100,"5412 GILBERT RD
AUSTIN, TX 78724
(30.25833, -97.591075)",10634307,Routine Inspection
Kikka Sushi @ Whole Foods,78759,6/30/2016,97,"9607 RESEARCH BLVD NB
AUSTIN, TX 78759
(30.388895, -97.743848)",2802155,Routine Inspection
LW - Lakeway Swim Center,78738,8/4/2016,98,"3103 LAKEWAY BLVD
LAKEWAY, TX 78738
(30.351796, -97.994838)",2802362,Routine Inspection
"Juiceland Shady Hollow, LLC",78748,5/9/2016,94,"9901 BRODIE LN Unit 110
AUSTIN, TX 78748
(30.185651, -97.848387)",11202972,Routine Inspection
John's Food Mart,78741,8/31/2016,95,"2238 E BEN WHITE BLVD WB
AUSTIN, TX 78741
(30.216275, -97.739568)",2803416,Routine Inspection
Kocurek Elementary,78748,10/11/2016,97,"9800 CURLEW DR
AUSTIN, TX 78748
(30.177826, -97.83376)",2800681,Routine Inspection
Just Add Chef - The Jalopy,78722,2/12/2016,100,"3505 N IH 35 SVRD NB
AUSTIN, TX 78722
(30.293003, -97.720494)",10857996,Routine Inspection
Juiceland MLK,78722,11/2/2016,98,"1900 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78722
(30.279832, -97.721004)",11265403,Routine Inspection
Kebabalicious,78702,1/13/2017,73,"1311 E 7TH ST
AUSTIN, TX 78702
(30.264698, -97.728228)",11039598,Routine Inspection
Kikka Sushi @ Whole Foods,78759,1/9/2015,100,"9607 RESEARCH BLVD NB
AUSTIN, TX 78759
(30.388895, -97.743848)",2802155,Routine Inspection
Kikka@Whole Foods Arbor Trails,78749,1/26/2017,100,"4301 W WILLIAM CANNON DR Bldg B
AUSTIN, TX 78749
(30.221772, -97.838267)",10767728,Routine Inspection
Kome,78751,6/18/2014,81,"4917 AIRPORT BLVD
AUSTIN, TX 78751
(30.310752, -97.715475)",10608399,Routine Inspection
Kikka at Whole Foods Domain,78758,7/5/2016,97,"11920 DOMAIN DR
AUSTIN, TX 78758
(30.40557, -97.720877)",11057565,Routine Inspection
